name,host,thresh
container_cpu_used,docker_001,2.1074281151406753
container_mem_used,docker_001,1.1927980691087843
container_cpu_used,docker_002,2.6190733594860927
container_mem_used,docker_002,1.0054825236073683
container_cpu_used,docker_003,2.957104092406128
container_cpu_used,docker_004,2.668629451347254
container_cpu_used,docker_005,2.1152304954582744
container_mem_used,docker_005,2.2005180258584764
container_cpu_used,docker_006,2.7950108799274114
container_mem_used,docker_006,1.1519099227952891
container_cpu_used,docker_007,2.7480348984105545
container_mem_used,docker_007,1.035791841823708
container_cpu_used,docker_008,2.802300473848365
container_mem_used,docker_008,1.4063906616665416
Buffers_used,os_001,4.304074408868153
CPU_idle_pct,os_001,3.7661651677567245
CPU_iowait_time,os_001,3.0527296699092874
CPU_system_time,os_001,3.5671046302841862
CPU_user_time,os_001,3.6964104778330547
CPU_util_pct,os_001,3.450624713752503
Cache_used,os_001,3.823519201892235
Disk_avgqu_sz,os_001,3.0468918477825837
Disk_await,os_001,1.7235060075003534
Disk_io_util,os_001,2.37901197501025
Disk_svctm,os_001,1.9537228466822998
Disk_wr_ios,os_001,2.786708354213413
Disk_wr_kbs,os_001,2.8718537537385793
FS_max_avail,os_001,3.8109001951425676
FS_used_pct,os_001,3.8193933276806913
FS_used_space,os_001,3.81510097037939
Incoming_network_traffic,os_001,3.4467435687350956
Memory_available,os_001,3.8825331524635303
Memory_available_pct,os_001,3.150280699372753
Memory_free,os_001,5.840309946499294
Memory_used,os_001,4.55519824557285
Memory_used_pct,os_001,3.17747291143222
Num_of_processes,os_001,2.638059944514552
Num_of_running_processes,os_001,4.367470082451324
Outgoing_network_traffic,os_001,3.248421553756386
Page_po,os_001,3.196300895475705
Processor_load_15_min,os_001,3.83060378444098
Processor_load_1_min,os_001,4.000593175500528
Processor_load_5_min,os_001,3.3967687407002005
Received_packets,os_001,4.295586174342306
Received_queue,os_001,1.0200377464495207
Recv_total,os_001,2.9404573884953806
Send_total,os_001,2.844005557884519
Sent_packets,os_001,4.364579549616531
Sent_queue,os_001,4.508988915097296
System_block_queue_length,os_001,2.432133745178853
System_wait_queue_length,os_001,3.0139899886936083
ss_total,os_001,3.46576757693901
Buffers_used,os_002,4.120493482344682
CPU_idle_pct,os_002,3.4493484588647956
CPU_iowait_time,os_002,3.365788976410032
CPU_system_time,os_002,3.3772106465714486
CPU_user_time,os_002,3.9539183481872935
CPU_util_pct,os_002,3.432135018877125
Cache_used,os_002,3.465125506837152
Disk_avgqu_sz,os_002,2.9715106358019048
Disk_await,os_002,2.96849762549354
