name,host,thresh
container_cpu_used,docker_001,2.0343390945206155
container_mem_used,docker_001,0.7560662820916109
container_cpu_used,docker_002,2.3175320895114226
container_mem_used,docker_002,0.5785905937067667
container_cpu_used,docker_003,2.5415561188012665
container_cpu_used,docker_004,2.3609244686133595
container_cpu_used,docker_005,1.9917226290637462
container_mem_used,docker_005,0.8528897924264726
container_cpu_used,docker_006,2.136792015342712
container_mem_used,docker_006,0.7228891919148234
container_cpu_used,docker_007,2.276439502009338
container_mem_used,docker_007,0.673160740592236
container_cpu_used,docker_008,2.3224758416605447
container_mem_used,docker_008,0.7469916157623638
Buffers_used,os_001,1.815482523757338
CPU_idle_pct,os_001,3.1927117998202874
CPU_iowait_time,os_001,2.661823694493437
CPU_system_time,os_001,2.6534723614076356
CPU_user_time,os_001,3.194319038644391
CPU_util_pct,os_001,3.2879375155943436
Cache_used,os_001,1.4546924624996413
Disk_avgqu_sz,os_001,2.607535513079463
Disk_await,os_001,1.2762830532444367
Disk_io_util,os_001,2.0185896384704756
Disk_svctm,os_001,1.9291314160846351
Disk_wr_ios,os_001,2.687383882601618
Disk_wr_kbs,os_001,2.4874064235182036
FS_max_avail,os_001,1.4472019989603888
FS_used_pct,os_001,1.4586349146764883
FS_used_space,os_001,1.448109730390694
Incoming_network_traffic,os_001,2.832006486523582
Memory_available,os_001,3.5007954808338813
Memory_available_pct,os_001,2.798990049672067
Memory_free,os_001,4.122070108132643
Memory_used,os_001,3.8417903778186258
Memory_used_pct,os_001,2.8193498604815193
Num_of_processes,os_001,2.605130136005758
Num_of_running_processes,os_001,2.7012368130536473
Outgoing_network_traffic,os_001,2.7147537314016708
Page_po,os_001,2.6403571783134057
Processor_load_15_min,os_001,2.6772255180202627
Processor_load_1_min,os_001,2.8229948001355636
Processor_load_5_min,os_001,2.759880176807375
Received_packets,os_001,2.9080452016104736
Received_queue,os_001,0.9588978517662343
Recv_total,os_001,2.664948985081792
Send_total,os_001,2.7878851485745884
Sent_packets,os_001,3.06198299251234
Sent_queue,os_001,3.3453042848484986
System_block_queue_length,os_001,2.299237556873198
System_wait_queue_length,os_001,2.6833432221782925
ss_total,os_001,3.201453913126586
Buffers_used,os_002,1.7080730531715405
CPU_idle_pct,os_002,2.5079753643075904
CPU_iowait_time,os_002,2.728790156259414
CPU_system_time,os_002,2.8030936755593725
CPU_user_time,os_002,3.6882711575687326
CPU_util_pct,os_002,2.2796624116167634
Cache_used,os_002,1.586613032680028
Disk_avgqu_sz,os_002,2.6875712256866873
Disk_await,os_002,2.45985151564355
Disk_io_util,os_002,1.9004893672733196
Disk_svctm,os_002,1.2763826712897606
Disk_wr_ios,os_002,2.285953232250416
Disk_wr_kbs,os_002,2.2283217130427886
FS_max_avail,os_002,1.3977266739132117
FS_used_pct,os_002,1.4055703429583328
FS_used_space,os_002,1.399018557678684
Incoming_network_traffic,os_002,2.6762481672936773
Memory_available,os_002,4.288797534260841
Memory_available_pct,os_002,3.5877449701833566
Memory_free,os_002,4.499992815798244
Memory_used,os_002,4.682682096574211
Memory_used_pct,os_002,3.7364352324275556
Num_of_processes,os_002,2.7175543036825345
Num_of_running_processes,os_002,1.1593580013234988
Outgoing_network_traffic,os_002,2.520058445890272
Page_po,os_002,2.9004585729819112
Processor_load_15_min,os_002,2.4587316119811464
Processor_load_1_min,os_002,3.0023738276777876
Processor_load_5_min,os_002,2.761575555892657
Received_packets,os_002,3.969925610368562
Recv_total,os_002,3.0963355362074405
Send_total,os_002,3.2196105530931036
Sent_packets,os_002,2.820843137002901
Sent_queue,os_002,2.538851274346166
System_block_queue_length,os_002,1.404333063371681
System_wait_queue_length,os_002,2.145553928875119
ss_total,os_002,3.123831384688717
Buffers_used,os_003,1.3787778947090354
CPU_idle_pct,os_003,2.840740919343907
CPU_iowait_time,os_003,3.0173546960935798
CPU_system_time,os_003,2.5431891773357562
CPU_user_time,os_003,2.3996805433824426
CPU_util_pct,os_003,2.5892954771822447
Cache_used,os_003,2.2552525832930037
Disk_avgqu_sz,os_003,2.664462239202629
Disk_await,os_003,3.1758339044516952
Disk_io_util,os_003,3.0627837419127575
Disk_svctm,os_003,2.566074255207711
Disk_wr_ios,os_003,2.5645206682790134
Disk_wr_kbs,os_003,2.7968370547614554
FS_max_avail,os_003,2.6847832930373743
FS_max_util,os_003,1.0054344138935256
FS_used_pct,os_003,2.244343741492129
FS_used_space,os_003,2.995501655542968
Incoming_network_traffic,os_003,2.4046379265691455
Memory_available,os_003,2.953201972992391
Memory_available_pct,os_003,2.6829569239804463
Memory_free,os_003,2.8227455354662796
Memory_used,os_003,3.35867270660154
Memory_used_pct,os_003,2.7407259763298546
Num_of_processes,os_003,2.6245033293974935
Num_of_running_processes,os_003,1.9071342941890956
Outgoing_network_traffic,os_003,2.746824216988734
Page_po,os_003,2.4720426385463865
Processor_load_15_min,os_003,3.2284080847434375
Processor_load_1_min,os_003,2.9229501724801
Processor_load_5_min,os_003,3.7674731010048967
Received_packets,os_003,3.199872480184363
Received_queue,os_003,2.0823271999497677
Recv_total,os_003,2.2901549293535295
Send_total,os_003,3.0107012012767385
Sent_packets,os_003,3.2745337522294644
Sent_queue,os_003,2.5328618697783063
System_block_queue_length,os_003,1.136893898312086
System_wait_queue_length,os_003,2.6002196167236895
Zombie_Process,os_003,1.0896282496814202
ss_total,os_003,2.8952684987299016
Buffers_used,os_004,1.4030972785298845
CPU_idle_pct,os_004,2.453869833404362
CPU_iowait_time,os_004,2.355395557401121
CPU_system_time,os_004,2.227741261322651
CPU_user_time,os_004,2.5256625898175518
CPU_util_pct,os_004,2.6348321350246766
Cache_used,os_004,3.907068961753303
Disk_avgqu_sz,os_004,2.5086823739668014
Disk_await,os_004,2.302497696756872
Disk_io_util,os_004,2.2556184334871245
Disk_rd_kbs,os_004,1.6430482036212224
Disk_svctm,os_004,2.5297018390268766
Disk_wr_ios,os_004,2.7966132417090503
Disk_wr_kbs,os_004,2.4778271792724285
FS_max_avail,os_004,2.184179673088883
FS_max_util,os_004,2.7287580998090903
FS_used_pct,os_004,2.6061251057114245
FS_used_space,os_004,2.644445734195717
Incoming_network_traffic,os_004,2.7496047385809423
Memory_available,os_004,3.9425257223901333
Memory_available_pct,os_004,3.582293600255471
Memory_free,os_004,3.421680023228083
Memory_used,os_004,3.6763455594367183
Memory_used_pct,os_004,3.305084544599234
Num_of_processes,os_004,2.548599494042982
Num_of_running_processes,os_004,3.0531258822248595
Outgoing_network_traffic,os_004,2.8445323194729024
Page_pi,os_004,1.367194309276352
Page_po,os_004,2.9059312410544824
Processor_load_15_min,os_004,2.5492852920147295
Processor_load_1_min,os_004,2.6215040072851337
Processor_load_5_min,os_004,2.730011112857171
Received_packets,os_004,2.5927041025981197
Received_queue,os_004,1.6050221450053133
Recv_total,os_004,2.593392778970665
Send_total,os_004,2.3915444734334685
Sent_packets,os_004,2.312054638360637
Sent_queue,os_004,3.7110731849342735
System_block_queue_length,os_004,0.9055128285095011
System_wait_queue_length,os_004,2.670272386946752
ss_total,os_004,2.508627677042815
Buffers_used,os_005,1.371660124115074
CPU_idle_pct,os_005,2.382565053941851
CPU_iowait_time,os_005,2.4820062266199825
CPU_system_time,os_005,2.182946873745846
CPU_user_time,os_005,2.21847063170084
CPU_util_pct,os_005,2.4528708507326473
Cache_used,os_005,3.3869926357443716
Disk_avgqu_sz,os_005,2.618756250447827
Disk_await,os_005,2.6439082553716644
Disk_io_util,os_005,2.9483984335312345
Disk_svctm,os_005,2.95288530643547
Disk_wr_ios,os_005,2.7438220442725685
Disk_wr_kbs,os_005,2.686371314928472
FS_max_avail,os_005,2.140418458045582
FS_max_util,os_005,2.200730887051817
FS_used_pct,os_005,2.8686541407224233
FS_used_space,os_005,2.6592252443644493
Incoming_network_traffic,os_005,2.993985561480474
Memory_available,os_005,3.637081857648525
Memory_available_pct,os_005,3.8958915291758487
Memory_free,os_005,3.4063406690128555
Memory_used,os_005,3.3814198669398037
Memory_used_pct,os_005,3.8914114010840946
Num_of_processes,os_005,2.0791329615653997
Num_of_running_processes,os_005,2.6251199899336517
Outgoing_network_traffic,os_005,3.7783045399285196
Page_po,os_005,2.866485262426582
Processor_load_15_min,os_005,3.915276277836844
Processor_load_1_min,os_005,3.0946846436825806
Processor_load_5_min,os_005,3.8749144293523887
Received_packets,os_005,2.9541372734213938
Received_queue,os_005,2.11441449562867
Recv_total,os_005,2.5370423841244194
Send_total,os_005,2.9873405649921065
Sent_packets,os_005,3.0495601254213263
Sent_queue,os_005,2.3812110965600692
System_block_queue_length,os_005,1.1895586828873752
System_wait_queue_length,os_005,2.519243485350412
Zombie_Process,os_005,1.3897980757080042
ss_total,os_005,3.247393249830788
Buffers_used,os_006,2.0889139117250233
CPU_idle_pct,os_006,2.624687812333932
CPU_iowait_time,os_006,2.3924846069790258
CPU_system_time,os_006,3.1789683084191993
CPU_user_time,os_006,2.479612283576674
CPU_util_pct,os_006,2.6269207279744
Cache_used,os_006,1.4072115585975382
Disk_avgqu_sz,os_006,2.4682073938050975
Disk_await,os_006,2.2835329349846334
Disk_rd_kbs,os_006,1.3921264150331463
Disk_svctm,os_006,2.898717953327409
Disk_wr_ios,os_006,1.3694220355947944
Disk_wr_kbs,os_006,2.5189771192442776
FS_max_avail,os_006,2.36469034848027
FS_used_pct,os_006,2.332522987240785
FS_used_space,os_006,2.3913518134342007
Incoming_network_traffic,os_006,3.844680018630948
Memory_available,os_006,0.8252607501760783
Memory_available_pct,os_006,0.9262015675980494
Memory_free,os_006,1.4248269444405404
Memory_used,os_006,0.6881980535601233
Memory_used_pct,os_006,0.8316754618720958
Num_of_processes,os_006,4.107759011016596
Num_of_running_processes,os_006,2.8817137217366846
Outgoing_network_traffic,os_006,2.7120287297751506
Page_pi,os_006,1.3253127815927748
Page_po,os_006,2.4575055263191006
Processor_load_15_min,os_006,2.566801335114205
Processor_load_1_min,os_006,2.401402031779525
Processor_load_5_min,os_006,3.061886130132298
Received_packets,os_006,2.4534913060726544
Recv_total,os_006,3.2362418718371186
Send_total,os_006,2.932350088214084
Sent_packets,os_006,2.3278302204392967
Sent_queue,os_006,1.182814622781413
Shared_memory,os_006,1.4261692731817122
System_wait_queue_length,os_006,3.493874371156114
ss_total,os_006,3.4601000064261114
Buffers_used,os_007,1.6306597062995132
CPU_idle_pct,os_007,2.872573534728177
CPU_iowait_time,os_007,2.5001286748339266
CPU_system_time,os_007,2.607213424678221
CPU_user_time,os_007,2.8520826097640537
CPU_util_pct,os_007,3.0044860298820275
Cache_used,os_007,1.3854136487719828
Disk_avgqu_sz,os_007,2.800911934179167
Disk_await,os_007,2.9584844460342636
Disk_io_util,os_007,1.3826768569888808
Disk_svctm,os_007,2.6080354907335357
Disk_wr_ios,os_007,1.4164513974773814
Disk_wr_kbs,os_007,2.254629069845861
FS_max_avail,os_007,1.3879915227231994
FS_used_pct,os_007,1.3863705140399303
FS_used_space,os_007,1.3839875072917192
Incoming_network_traffic,os_007,2.866869128541285
Memory_available,os_007,1.082649109040244
Memory_available_pct,os_007,1.1073730860713997
Memory_free,os_007,2.2678175737076622
Memory_used,os_007,0.9474861385319122
Memory_used_pct,os_007,1.1258572641288296
Num_of_processes,os_007,2.7095745544519962
Num_of_running_processes,os_007,3.261122793401565
Outgoing_network_traffic,os_007,3.4968747445691886
Page_po,os_007,2.659079934123419
Processor_load_15_min,os_007,2.7591481844089283
Processor_load_1_min,os_007,3.060691131775615
Processor_load_5_min,os_007,3.6611785956105027
Received_packets,os_007,1.7876228663210494
Recv_total,os_007,3.17017977890987
Send_total,os_007,2.9597026254889016
Sent_packets,os_007,1.0569636025085174
Sent_queue,os_007,2.4600795774535507
Shared_memory,os_007,1.48394425834941
System_wait_queue_length,os_007,3.3107056752376303
ss_total,os_007,2.7298304161329785
Buffers_used,os_008,
CPU_idle_pct,os_008,2.47317520136125
CPU_iowait_time,os_008,2.362095268088038
CPU_system_time,os_008,2.393711004385119
CPU_user_time,os_008,2.415265538735159
CPU_util_pct,os_008,2.8417590835701922
Cache_used,os_008,2.2265035882410986
Disk_avgqu_sz,os_008,2.5490554436971795
Disk_await,os_008,2.4466901269736567
Disk_svctm,os_008,2.7831533569533087
Disk_wr_ios,os_008,1.8155591377123814
Disk_wr_kbs,os_008,2.6037946243609884
FS_max_avail,os_008,2.2172911160062183
FS_used_pct,os_008,2.2223641723599545
FS_used_space,os_008,2.2292790104148867
Incoming_network_traffic,os_008,3.3536061542521134
Memory_available,os_008,1.9194301909049534
Memory_available_pct,os_008,2.075914972323454
Memory_free,os_008,2.5783089331827473
Memory_used,os_008,2.103809147305071
Memory_used_pct,os_008,2.3508063550990315
Num_of_processes,os_008,1.8854965382455238
Num_of_running_processes,os_008,1.3891238483119435
Outgoing_network_traffic,os_008,3.402802405005353
Page_po,os_008,3.5568318165250496
Processor_load_15_min,os_008,2.3962050458759196
Processor_load_1_min,os_008,1.9390259817610442
Processor_load_5_min,os_008,3.251318129546871
Received_packets,os_008,2.7276285797883677
Recv_total,os_008,3.3870001731436483
Send_total,os_008,2.835146513247451
Sent_packets,os_008,1.1433708518556582
Sent_queue,os_008,2.5138564784804007
Shared_memory,os_008,1.5633555293843464
System_wait_queue_length,os_008,2.5155391926074233
ss_total,os_008,3.65296545130877
Buffers_used,os_009,1.4204091347338659
CPU_idle_pct,os_009,2.7576454420912717
CPU_iowait_time,os_009,2.0890479945014113
CPU_system_time,os_009,2.7124352577231345
CPU_user_time,os_009,2.2945071715835454
CPU_util_pct,os_009,2.370817789869121
Cache_used,os_009,1.425977478977148
Disk_avgqu_sz,os_009,2.554388247993602
Disk_await,os_009,2.114643157043596
Disk_io_util,os_009,1.9585297494242933
Disk_rd_kbs,os_009,0.7670197087723489
Disk_svctm,os_009,1.6643517757361497
Disk_wr_ios,os_009,2.658955789328931
Disk_wr_kbs,os_009,2.4220290852551
FS_max_avail,os_009,2.6822849620249336
FS_total_space,os_009,
FS_used_pct,os_009,1.4089947673032919
FS_used_space,os_009,1.4090069003328383
Incoming_network_traffic,os_009,2.461552692634556
Memory_available,os_009,1.6476602938071576
Memory_available_pct,os_009,1.575823727267623
Memory_free,os_009,1.4205158846086823
Memory_used,os_009,1.5243549094682765
Memory_used_pct,os_009,1.5767075251722495
Num_of_processes,os_009,2.9571414815576045
Num_of_running_processes,os_009,2.9347756093051895
Outgoing_network_traffic,os_009,2.8339951605689335
Page_pi,os_009,0.7661082830657708
Page_po,os_009,2.504626855204503
Processor_load_15_min,os_009,2.215031209626723
Processor_load_1_min,os_009,2.58460132309059
Processor_load_5_min,os_009,2.498839841878606
Received_packets,os_009,3.1746001384871674
Received_queue,os_009,3.6024795020136446
Recv_total,os_009,2.663857947539645
Send_total,os_009,3.0148377247862355
Sent_packets,os_009,3.4086848300656962
Sent_queue,os_009,0.8820386032658278
Shared_memory,os_009,1.4576187994320162
System_wait_queue_length,os_009,3.043293338033995
ss_total,os_009,2.388580076080804
Buffers_used,os_010,2.0307184737809005
CPU_idle_pct,os_010,2.29192364921499
CPU_iowait_time,os_010,2.118176138862134
CPU_system_time,os_010,2.4651421221098646
CPU_user_time,os_010,2.8471802694914254
CPU_util_pct,os_010,2.324565331516806
Cache_used,os_010,1.4024788817364073
Disk_avgqu_sz,os_010,2.3288303413913347
Disk_io_util,os_010,1.6834270218626932
Disk_rd_kbs,os_010,1.3439097413003234
Disk_svctm,os_010,1.3771941267140306
Disk_wr_ios,os_010,2.2172477642350223
Disk_wr_kbs,os_010,2.2913289896581412
FS_max_avail,os_010,1.40424804533603
FS_used_pct,os_010,1.402134556696179
FS_used_space,os_010,1.3749122110761642
Incoming_network_traffic,os_010,2.088002683808604
Memory_available,os_010,2.4421777083506053
Memory_available_pct,os_010,2.331819543782596
Memory_free,os_010,3.0689143418405562
Memory_used,os_010,2.623842036857257
Memory_used_pct,os_010,2.5294476329680324
Num_of_processes,os_010,1.9197268467376611
Num_of_running_processes,os_010,2.75076403331074
Outgoing_network_traffic,os_010,3.016546325932998
Page_pi,os_010,1.3439097413003234
Page_po,os_010,2.192779037104793
Processor_load_15_min,os_010,2.3688125753936307
Processor_load_1_min,os_010,2.4132375346723594
Processor_load_5_min,os_010,2.524423549489124
Received_packets,os_010,2.1784274332887126
Recv_total,os_010,2.0896650731588737
Send_total,os_010,3.077383546807624
Sent_packets,os_010,0.9172204475319672
Sent_queue,os_010,2.908212269497789
System_wait_queue_length,os_010,1.9551656968449616
ss_total,os_010,2.826768382703073
Buffers_used,os_011,2.06495664225017
CPU_idle_pct,os_011,2.7715481548502368
CPU_iowait_time,os_011,2.478299200460811
CPU_system_time,os_011,2.3619944711287544
CPU_user_time,os_011,2.9546667545621816
CPU_util_pct,os_011,2.7176509327194
Cache_used,os_011,2.545070157462791
Disk_avgqu_sz,os_011,3.0361975180663667
Disk_await,os_011,2.4778867901419597
Disk_io_util,os_011,2.0917537470501184
Disk_svctm,os_011,2.611863091029516
Disk_wr_ios,os_011,3.0686928575139083
Disk_wr_kbs,os_011,2.3910976558863926
FS_max_avail,os_011,2.539345049117186
FS_used_pct,os_011,2.543251409123414
FS_used_space,os_011,2.5445157405376237
Incoming_network_traffic,os_011,2.943765622936556
Memory_available,os_011,3.5632650861716577
Memory_available_pct,os_011,3.397072119936376
Memory_free,os_011,2.5686504280298292
Memory_used,os_011,4.061412531426074
Memory_used_pct,os_011,3.416315811671291
Num_of_processes,os_011,2.373904771241989
Outgoing_network_traffic,os_011,3.5252993419658636
Page_po,os_011,2.92728708561571
Processor_load_15_min,os_011,4.0815700642732
Processor_load_1_min,os_011,3.2435497843294288
Processor_load_5_min,os_011,4.284813864180463
Received_packets,os_011,2.317742877886514
Received_queue,os_011,1.5016405454610715
Recv_total,os_011,3.274631151850418
Send_total,os_011,3.091408157750706
Sent_packets,os_011,1.1805043004652
Sent_queue,os_011,2.5818304358922113
Shared_memory,os_011,1.166391477634292
System_wait_queue_length,os_011,0.9009287085982383
ss_total,os_011,2.4863990176424737
Buffers_used,os_012,2.7326253357367287
CPU_idle_pct,os_012,2.5887544037149133
CPU_iowait_time,os_012,2.5981120928274306
CPU_system_time,os_012,2.6889253198277396
CPU_user_time,os_012,2.3473397279975163
CPU_util_pct,os_012,2.494624076367913
Cache_used,os_012,4.287957747641219
Disk_avgqu_sz,os_012,2.473759611612946
Disk_await,os_012,2.4812405330307015
Disk_io_util,os_012,2.7029465824101866
Disk_rd_kbs,os_012,1.5241126896716053
Disk_svctm,os_012,2.6666060023944156
Disk_wr_ios,os_012,2.220997988984349
Disk_wr_kbs,os_012,2.5331662025478603
FS_max_avail,os_012,1.412503213164074
FS_used_pct,os_012,1.410407244783645
FS_used_space,os_012,1.410265242004077
Incoming_network_traffic,os_012,3.118254744396532
Memory_available,os_012,2.0995088341408943
Memory_available_pct,os_012,1.800790569286956
Memory_free,os_012,4.535155606827793
Memory_used,os_012,1.8630456178239174
Memory_used_pct,os_012,1.7695211376586872
Num_of_processes,os_012,0.9954089832716485
Num_of_running_processes,os_012,1.1140977880699945
Outgoing_network_traffic,os_012,2.81685814878064
Page_pi,os_012,1.5955209671812418
Page_po,os_012,2.772312527302685
Processor_load_15_min,os_012,3.0168361694060466
Processor_load_1_min,os_012,2.914188379873824
Processor_load_5_min,os_012,3.4394553018997582
Received_packets,os_012,5.19101065518552
Received_queue,os_012,3.8297401218475935
Recv_total,os_012,2.879077521536483
Send_total,os_012,3.0034507376031443
Sent_packets,os_012,2.9162108218122356
Sent_queue,os_012,2.54569253681761
Shared_memory,os_012,0.9422662043977422
System_block_queue_length,os_012,4.0413658568771735
System_wait_queue_length,os_012,2.2007641777925193
ss_total,os_012,2.5539550177308747
Buffers_used,os_013,1.2418380211947566
CPU_idle_pct,os_013,2.7570727861743705
CPU_iowait_time,os_013,2.8611493220478224
CPU_system_time,os_013,2.9716673998128864
CPU_user_time,os_013,2.647911236423145
CPU_util_pct,os_013,2.7608174161850934
Cache_used,os_013,2.2795540732094692
Disk_avgqu_sz,os_013,2.684644348410814
Disk_await,os_013,3.086609901822632
Disk_io_util,os_013,2.5891002906055265
Disk_svctm,os_013,2.452282271235367
Disk_wr_ios,os_013,3.0285176320661606
Disk_wr_kbs,os_013,2.5702981716970883
FS_max_avail,os_013,2.277628201761972
FS_used_pct,os_013,2.2652862353152576
FS_used_space,os_013,2.272078183008306
Incoming_network_traffic,os_013,3.2952085669283657
Memory_available,os_013,3.006997852243187
Memory_available_pct,os_013,2.5366866029895676
Memory_free,os_013,2.459736826861154
Memory_used,os_013,2.7163711766945795
Memory_used_pct,os_013,2.529026411122133
Num_of_processes,os_013,4.035194672169527
Num_of_running_processes,os_013,2.463850310775526
Outgoing_network_traffic,os_013,3.372425462437283
Page_po,os_013,2.752413031598163
